公司,职位,月薪,公司介绍,应聘要求,福利,职位关键词,上班地点
博云,JAVA中高级软件开发工程师,15k-22k,"移动互联网,企业服务 B轮 150-500人",经验5-10年 本科,“六险一金、体检、年度旅游、带薪培训”,软件开发 Shell Python 算法 ,[工业园区]
出门问问,高级Java工程师-苏州-00995,18k-23k,"移动互联网,消费生活 D轮及以上 150-500人",经验3-5年 本科,“AI独角兽、领导好、发展空间大”,Java MySQL 后端 ,[工业园区]
奖多多,中高级java开发工程师,15k-25k,"移动互联网,消费生活 B轮 150-500人",经验3-5年 本科,“六险一金 年假15天”,移动互联网 Java ,[工业园区]
Luxondata,Java高级软件工程师,10k-20k·13薪,"移动互联网,数据服务 未融资 150-500人",经验3-5年 大专,"“免费班车,工作环境,下午茶,团队建设”",Java 后端 ,[工业园区]
忆信捷,java工程师（急招）,10k-14k·13薪,"移动互联网,电商 未融资 50-150人",经验3-5年 本科,“双休”,节日礼物 绩效奖金 扁平管理 专业培训 ,[吴中区]
大易云计算,Java开发工程师（苏州）,10k-15k,"企业服务,其他 上市公司 150-500人",经验1-3年 本科,"“扁平化管理,氛围好,发展大”",Java ,[工业园区]
银狐信息,Java软件工程师,8k-12k,软件开发 未融资 15-50人,经验3-5年 本科,"“餐饮补贴,员工旅游,周末双休五险一金”",大数据 MySQL 后端 软件开发 ,[工业园区]
布瑞克信息,Java高级工程师,15k-20k,其他 C轮 50-150人,经验5-10年 本科,“双休 五险一金”,Java ,[元和]
慧工云,java开发工程师,12k-15k·18薪,"移动互联网,企业服务 不需要融资 15-50人",经验不限 本科,“愿与世界一流的人才共同为中国工业奋斗”,Java ,[独墅湖]
苏州精正,java开发工程师,15k-20k·14薪,"企业服务,金融 不需要融资 少于15人",经验不限 本科,“公司大佬多 福利多 小而美”,Java ,[工业园区]
诺仕,Senior Java Developer,15k-25k,"电商,金融 上市公司 500-2000人",经验3-5年 本科,“年底双薪 带薪年假 午餐补助 五险一金”,后端 Java ,[湖东]
语肖服务工作室,java开发工程师,14k-20k,"企业服务,人工智能 未融资 50-150人",经验3-5年 本科,“福利待遇”,Java ,[工业园区]
苏州高迈软件设计有限公司,java开发工程师,3k-4k,"移动互联网,电商 未融资 50-150人",经验不限 大专,"“双休,五险一金”",Java ,[石路]
声智科技,java高级开发工程师,13k-21k·14薪,人工智能 B轮 150-500人,经验3-5年 本科,“六险一金年底双薪补充医疗保险试用期全额”,Java ,[工业园区]
网进科技,java开发工程师,8k-14k,数据服务 上市公司 500-2000人,经验3-5年 大专,“双休”,后端 Java Javascript ,[昆山市]
涵仁智能,java开发工程师,8k-12k,软件开发 未融资 15-50人,经验3-5年 大专,“五险 全勤奖”,Java MySQL 软件开发 ,[高新区]
慧盾安全,java高级开发工程师,16k-22k·14薪,信息安全 A轮 50-150人,经验3-5年 本科,“创业团队，安全行业独角兽，拟上市公司”,信息安全 J2EE ,[工业园区]
共创方程式企业管理,java开发工程师,10k-15k·14薪,教育 不需要融资 500-2000人,经验3-5年 本科,“双休、五险一金、大平台、福利好、假期长”,Java MySQL ,[木渎]
共创方程式企业管理,高级java开发工程师,15k-20k·14薪,教育 不需要融资 500-2000人,经验5-10年 本科,“不出差，稳定，大平台，福利好”,Java 数据库 MySQL ,[木渎]
clickpaas,高级java开发工程师,20k-40k,其他 未融资 500-2000人,经验5-10年 大专,“期权 牛人团队 年底双薪”,分布式 架构师 MySQL 企业软件 ,[吴中区]
伏泰科技,java开发工程师,6k-10k,"数据服务,其他 上市公司 150-500人",经验1-3年 本科,“五险一金、双休”,后端 ,[高新区]
星眸网络,java高级开发工程师,8k-16k,"企业服务,软件开发 不需要融资 50-150人",经验3-5年 大专,“新平台 发展空间大”,广告营销 电商 Java ,[陆慕]
苏州鲜橙科技有限公司,java开发工程师,18k-30k·14薪,消费生活 C轮 2000人以上,经验5-10年 大专,“发展空间大 培训体系完善”,电商 本地生活 Java ,[工业园区]
Datablau,Java开发工程师,8k-15k,数据服务 A轮 50-150人,经验1-3年 本科,“五险一金 晋升机会多 年终奖金”,银行 Java ,[工业园区]
凌志软件,java开发工程师,11k-18k,金融 上市公司 2000人以上,经验3-5年 本科,“年终奖1-3个月，工作餐，健身房，图书馆”,企业软件 .NET Web前端 HTML5 ,[吴中区]
长亮科技,java开发工程师,10k-15k,企业服务 上市公司 2000人以上,经验1-3年 本科,“团队氛围好、技术提升快”,Java 后端 软件开发 ,[昆山市]
苏州比格威,java开发工程师,8k-16k,"人工智能,医疗丨健康 A轮 15-50人",经验1-3年 大专,“福利待遇高、技术领先、专业化培训”,云计算 医疗健康 后端 平台 ,[高新区]
百智通,java开发工程师,5k-10k·13薪,移动互联网 未融资 50-150人,经验不限 本科,“五险一金、员工旅游、年终奖金、股票期权等”,Java ,[工业园区]
达云网络,Java,12k-18k,移动互联网 未融资 50-150人,经验3-5年 本科,“热门云计算、团队融洽、零食福利”,股票期权 扁平管理 领导好 帅哥多 ,[独墅湖]
宇慧软件,java开发工程师,10k-14k,"移动互联网,企业服务 不需要融资 15-50人",经验3-5年 本科,“数据中台研发”,大数据 云计算 Java MySQL ,[工业园区]
凌旭,java开发工程师,6k-12k,"电商,移动互联网 未融资 50-150人",经验3-5年 本科,“高额的项目奖金，末双休、额外的年休假期”,信息安全 云计算 后端 分布式 中间件 ,[工业园区]
沃德尔,java,6k-12k,其他 未融资 15-50人,经验1-3年 大专,“五险一金、具竞争力的薪酬、提成绩效奖金”,后端 ,[友新]
方正璞华,高级java开发工程师,15k-28k,"企业服务,移动互联网 不需要融资 500-2000人",经验5-10年 大专,“五险一金 双休 定期体检”,企业服务 Java 后端 ,[独墅湖]
季冠信息,java高级开发工程师,15k-20k·13薪,"企业服务,其他 不需要融资 50-150人",经验5-10年 大专,“发展前景良好”,,[工业园区]
苏州同元,java开发工程师,6k-12k,"移动互联网,企业服务 未融资 50-150人",经验不限 本科,“领先的工业软件生产企业，前景无限”,工具软件 自动化 Java JS 内核开发 ,[工业园区]
佳强科技,java,8k-12k,"企业服务,移动互联网 未融资 150-500人",经验1-3年 大专,“发展前景”,后端 Javascript ,[高新区]
建信金科,java开发工程师,20k-30k,"金融,软件开发 不需要融资 2000人以上",经验3-5年 本科,“待遇好，机会多，前景广”,Java 后端 ,[工业园区]
同程旅行,java开发工程师,10k-15k·14薪,旅游 上市公司 2000人以上,经验3-5年 本科,“年度双薪 六险一金 双休”,Java 后端 ,[工业园区]
云学堂,中级java开发工程师,10k-20k·13薪,企业服务、教育 D轮及以上 500-2000人,经验1-3年 本科,“发展前景、团队实力”,Java ,[高新区]
声智科技,java,12k-20k·14薪,人工智能 B轮 150-500人,经验3-5年 本科,“六险一金年底双薪补充医疗保险试用期全额”,Python ,[工业园区]
微创软件,java开发工程师,13k-19k·13薪,"企业服务,移动互联网 不需要融资 2000人以上",经验3-5年 本科,“环境好，技术领先”,Java ,[工业园区]
同程旅行,java开发高级工程师,10k-15k·14薪,旅游 上市公司 2000人以上,经验1-3年 本科,“年度双薪、”,Java ,[工业园区]
微创软件,java工程师,15k-22k,"企业服务,移动互联网 不需要融资 2000人以上",经验5-10年 本科,“AI 国家背景”,Java 后端 ,[工业园区]
慧工云,Java开发工程师,10k-15k·14薪,"移动互联网,企业服务 不需要融资 15-50人",经验1-3年 本科,“愿与世界一流的人才共同为中国工业奋斗”,大数据 MySQL Java 软件开发 ,[独墅湖]
云学堂,高级java开发工程师,15k-28k·13薪,企业服务、教育 D轮及以上 500-2000人,经验5-10年 本科,“发展前景好 平台大 技术氛围浓厚”,企业服务 工具软件 Java MySQL ,[木渎]
司南物联苏州,Java开发工程师,6k-12k,"移动互联网,数据服务 不需要融资 15-50人",经验3-5年 本科,“前后端开发，弹性工作制。”,电商 移动互联网 服务器端 后端 数据抓取 docker ,[工业园区]
昆山同济口腔医院,java工程师,7k-12k,医疗丨健康 未融资 150-500人,经验不限 本科,“双休 五险一金”,后端 Java Javascript 数据库 ,[昆山市]
海万科技,java开发工程师,15k-20k,"移动互联网,金融 不需要融资 500-2000人",经验5-10年 本科,“大项目，大平台”,互联网金融 ,[苏苑]
K2DATA,JAVA开发工程师,12k-24k,数据服务 B轮 150-500人,经验3-5年 本科,"“行业风口,大牛带路,扁平化,环境好”",Java ,[高新区]
杉互健康,java 技术助理,5k-10k,"企业服务,医疗丨健康 未融资 少于15人",经验不限 大专,“年假，绩效奖，工作环境优异”,医疗健康 Java Javascript JS MySQL ,[独墅湖]
慧盾安全,java开发经理,16k-20k·14薪,信息安全 A轮 50-150人,经验5-10年 本科,“创业团队，安全行业独角兽，拟上市公司”,午餐补助 定期体检 通讯津贴 带薪年假 ,[工业园区]
神之马,中级java开发工程师,10k-13k,软件开发 未融资 50-150人,经验3-5年 本科,“团队氛围好”,Java ,[昆山市]
中地行,Java开发工程师,11K-16K,"数据服务,移动互联网 不需要融资 50-150人",经验不限 本科,"“年休假假制度，13-15薪,公司旅游”",大数据 Java 架构师 ,[工业园区]
奖多多,java,10k-20k,"移动互联网,消费生活 B轮 150-500人",经验3-5年 本科,“五险一金全额，年终奖，年假”,电商 移动互联网 后端 分布式 中间件 ,[唯亭]
艾加软件（苏州）股份有限公司,java开发工程师,10k-15k,软件开发 不需要融资 15-50人,经验3-5年 本科,“自有产品 五险一金”,数据库 Java Javascript ,[娄葑]
南慧创新研究院,java开发工程师,7k-12k,"金融,软件开发 未融资 50-150人",经验3-5年 本科,“薪酬福利、沟通顺畅”,Java ,[虎丘区]
巨细科技,java开发工程师,10k-15k,移动互联网 A轮 15-50人,经验3-5年 不限,"“年终奖金,周末双休,节日福利”",Java ,[独墅湖]
同程旅行,java高级开发工程师,13k-20k·15薪,旅游 上市公司 2000人以上,经验3-5年 本科,“牛人团队 福利待遇好”,Java ,[工业园区]
同程旅行,java开发工程师,10k-20k,旅游 上市公司 2000人以上,经验3-5年 大专,“发展空间大”,后端 服务器端 客户端 ,[独墅湖]
云学堂,java开发工程师,15k-20k,企业服务、教育 D轮及以上 500-2000人,经验3-5年 本科,“大平台、晋升空间、优厚福利”,企业服务 Java ,[高新区]
云学堂,Java开发工程师,15k-25k,企业服务、教育 D轮及以上 500-2000人,经验5-10年 本科,“年度绩效奖金带薪病假年假，年度体检”,企业服务 工具软件 数据库 ,[木渎]
苏州快维科技,Java开发工程师,15k-25k,移动互联网 未融资 15-50人,经验3-5年 本科,“具有挑战的产品，良好发展前景，有意面谈”,企业服务 大数据 数据库 软件开发 Java 架构师 ,[虎丘区]
苏州艾尼斯教育科技有限公司,Java高级开发工程师,12k-18k,教育 未融资 150-500人,经验5-10年 大专,“工会 餐补 住宿 甲方公司”,Java 后端 分布式 ,[黄桥]
神彩科技,Java开发工程师,10k-20k,数据服务 不需要融资 150-500人,经验3-5年 本科,"“加班少,福利好,全额公积金,有大楼有食堂”",企业服务 后端 服务器端 Linux/Unix ,[工业园区]
苏测,java开发工程师,13k-20k,"移动互联网,企业服务 不需要融资 500-2000人",经验3-5年 大专,“六险一金，免费体检”,分布式 Java ,[松陵]
恒堃科技,Java开发工程师,10k-15k,"移动互联网,电商 不需要融资 15-50人",经验3-5年 大专,“965 ，13薪”,大数据 电商 Java 分布式 后端 中间件 ,[工业园区]
远洋数据,java工程师,6k-8k,"数据服务,电商 不需要融资 2000人以上",经验1-3年 本科,“企业直招”,后端 ERP Linux/Unix Java ,[昆山市]
苏测,java开发工程师,15k-18k,"移动互联网,企业服务 不需要融资 500-2000人",经验3-5年 大专,“六险一金，年假”,Java ,[松陵]
云学堂,高级java开发工程师,13k-20k,"企业服务,移动互联网 C轮 500-2000人",经验5-10年 本科,“最高16薪”,Java ,[狮山]
文德数慧,java开发工程师-苏州,12k-15k,企业服务 不需要融资 150-500人,经验3-5年 本科,“调薪机制 五险一金”,Java Javascript HTML/CSS MySQL ,[姑苏区]
百佳惠瑞丰,java开发工程师,10k-15k,医疗丨健康 未融资 500-2000人,经验3-5年 大专,“java研发”,Java ,[昆山市]
盟拓软件（苏州）有限公司,Java DM（开发经理）,15k-25k,"移动互联网,电商 A轮 500-2000人",经验5-10年 本科,"“扁平化管理,五险一金,年度旅游,晋升空间大”",即时通讯 Java 系统架构 ,[独墅湖]
盟拓软件（苏州）有限公司,资深Java开发（restful）,15k-25k,"移动互联网,电商 A轮 500-2000人",经验5-10年 本科,“竞争性的薪资体系，广阔的职业平台”,Java ,[工业园区]
智慧芽,高级Java工程师(J10632),15k-25k,移动互联网 D轮及以上 150-500人,经验3-5年 本科,“技术牛”,后端 ,[工业园区]
智慧芽,资深Java开发工程师,20k-30k,移动互联网 D轮及以上 150-500人,经验5-10年 本科,“管理偏平、老板NICE、上班不打卡”,后端 ,[工业园区]
金锐软件,Java开发工程师（苏州）,12k-16k·13薪,金融 不需要融资 150-500人,经验3-5年 本科,“金融”,互联网金融 ,[工业园区]
京东方,Java开发工程师(J23608),10k-15k·15薪,物联网 上市公司 2000人以上,经验3-5年 本科,“公司平台大 福利待遇好”,Java ,[工业园区]
信光智能,Java开发工程师,10k-18k,"物联网,软件开发 未融资 少于15人",经验5-10年 本科,“工作氛围好，行业发展潜力大”,架构师 系统架构 ,[虎丘区]
创睦网络,高级JAVA开发工程师,11k-20k,"电商,社交 不需要融资 15-50人",经验5-10年 本科,“福利待遇；发展前景；”,电商 直播 Java Node.js MySQL 分布式 ,[虎丘区]
凌烁信息,java开发工程师,15k-25k,广告营销 不需要融资 15-50人,经验3-5年 不限,“核心部门 发展空间 大牛多 氛围nice”,信息安全 ,[虎丘区]
迅龙信息,Java开发工程师,12k-20k,数据服务、软件开发 未融资 15-50人,经验3-5年 本科,“金融行业，大型电商平台机会”,电商 银行 Java 后端 ,[工业园区]
苏州彩虹糖,高级java工程师,8k-12k,移动互联网 不需要融资 15-50人,经验3-5年 本科,“上升空间大团队氛围佳年度体检餐补交通补”,移动互联网 后端 服务器端 Java ,[木渎]
好的科技,JAVA,5k-10k,"移动互联网,消费生活 天使轮 15-50人",经验不限 不限,"“扁平管理,大牛共舞,和谐氛围,激情创业”",绩效奖金 包吃包住 弹性工作 领导好 ,[工业园区]
clickpaas,Java架构师-Paas平台-SH,25k-45k,其他 未融资 500-2000人,经验5-10年 本科,“期权 全薪病假 年底双薪”,分布式 中间件 Java SOA ,[吴中区]
苏州鲜橙科技有限公司,java开发工程师,15k-25k,消费生活 C轮 2000人以上,经验3-5年 本科,“同程子公司，氛围轻松福利多”,本地生活 ,[工业园区]
忆信捷,java,9k-11k,"移动互联网,电商 未融资 50-150人",经验3-5年 本科,“周末双休”,后端 ,[吴中区]
鸿数教育,JAVA开发工程师,9k-14k,"移动互联网,教育 天使轮 15-50人",经验1-3年 本科,“节日福利 带薪年假 定期团建 项目奖金”,教育 移动互联网 Java HTML5 前端开发 MySQL ,[工业园区]
同程旅行,高级java开发工程师,15k-25k·16薪,旅游 上市公司 2000人以上,经验5-10年 本科,“上午休二、六险一金、大平台”,Java 数据库 分布式 搜索 ,[工业园区]
苏州康姆迪,java开发工程师,9k-18k,"移动互联网,电商 未融资 15-50人",经验3-5年 大专,“福利好”,Java ,[吴中西路]
忆信捷,Java开发工程师,6k-7k,"移动互联网,电商 未融资 50-150人",经验1-3年 本科,“周末双休”,大数据 Java ,[吴中区]
度比软件,Java,8k-16k,"移动互联网,企业服务 未融资 少于15人",经验1-3年 大专,“公司有成熟开发体系，容易上手，项目种类多”,股票期权 带薪年假 扁平管理 领导好 ,[工业园区]
唯它时代,JAVA工程师,15k-20k·14薪,"电商,移动互联网 B轮 50-150人",经验3-5年 本科,“技术团队牛人多，弹性工作制”,企业服务 物流 ,[昆山市]
神州信息,java工程师,12k-16k,金融 上市公司 2000人以上,经验3-5年 本科,“五险一金”,银行 互联网金融 后端 服务器端 J2EE 平台 ,[工业园区]
同程旅行,Java开发工程师,15k-25k,旅游 上市公司 2000人以上,经验3-5年 本科,“平台大，发展前景好”,后端 ,[吴中区]
米德威尔,java开发工程师,5k-10k,"企业服务,移动互联网 未融资 15-50人",经验1-3年 本科,“扁平化管理，结果导向，系统培训支持”,Java 中间件 平台 企业软件 ,[工业园区]
上海池乐,高级java开发工程师,18k-23k·13薪,"移动互联网,电商 未融资 15-50人",经验5-10年 本科,“五险一金、餐补、通讯补贴”,数据库 Java ,[工业园区]
华为,java开发工程师,14k-28k,"通讯电子,软件开发 不需要融资 2000人以上",经验1-3年 本科,“视频会议WeLink前景广大，薪酬优势”,Java ,[工业园区]
EPAM,Java开发工程师,12k-20k,"移动互联网,企业服务 上市公司 2000人以上",经验应届毕业生 本科,“外企氛围 带薪年假 不强制加班”,Java 企业软件 J2EE ,[工业园区]
湖宁科技,java,10k-20k,"企业服务,物联网 未融资 50-150人",经验5-10年 本科,“做五休二，五险一金，朝九晚五，零食下午茶”,移动互联网 信息安全 C++ Javascript 前端开发 ,[娄葑]
中拓互联,java工程师,6k-10k,移动互联网 未融资 少于15人,经验1-3年 不限,“双休、五险、弹性工作”,后端 Java Javascript ,[常熟市]
凌志软件,对日Java开发工程师,7k-10k·14薪,金融 上市公司 2000人以上,经验3-5年 大专,“五险一金，福利待遇，发展前程，科创板上市”,Java ,[吴中区]
凌志软件,Java软件开发工程（对日项目）,10k-14k,金融 上市公司 2000人以上,经验5-10年 不限,“发展空间大，平台好”,Java Javascript ,[吴中区]
耐思捷,Java/Go开发工程师,8k-15k,"数据服务,移动互联网 A轮 15-50人",经验3-5年 本科,“园区领军、人工智能大数据、成长迅速”,大数据 Java Golang ,[工业园区]
耐思捷,Java/Go开发工程师,8k-15k,"数据服务,移动互联网 A轮 15-50人",经验不限 本科,“园区领军、人工智能大数据、优秀团队、成长迅速”,大数据 Java Golang ,[工业园区]
软通,java后端开发工程师,16k-20k,软件开发 不需要融资 2000人以上,经验5-10年 本科,“龙头企业 高薪”,Java ,[工业园区]
苏小研,软件开发工程师 （java）(J10414),20k-30k,移动互联网 不需要融资 500-2000人,经验3-5年 本科,“五险一金、交通补贴、餐饮补贴、通讯补贴”,J2EE Java Linux/Unix ,[高新区]
苏小研,软件开发工程师（JAVA开发方向）(J10648),20k-30k,移动互联网 不需要融资 500-2000人,经验3-5年 本科,“五险一金、交通补贴、餐饮补贴、通讯补贴”,Java Hadoop J2EE ,[高新区]
东吴证券,Java研发工程师,20k-30k,"金融,移动互联网 上市公司 2000人以上",经验不限 不限,“JAVA”,Java ,[工业园区]
宝阙楼,FU8913-Sr java Developer,20k-40k,"电商,软件开发 不需要融资 150-500人",经验1-3年 本科,"“五险一金,年终奖,带薪年假,员工旅游”",医疗健康 ,[吴江区]
苏州恒力智能科技有限公司,Java后端开发工程师,10k-12k,"移动互联网,电商 不需要融资 50-150人",经验3-5年 本科,"“发展空间大,世500强,五险一金”",后端 Java 系统架构 软件开发 ,[工业园区]
聘十,Java 工程师,8k-15k,"企业服务,消费生活 天使轮 少于15人",经验3-5年 本科,“期权/股权， 发展空间，”,大数据 移动互联网 后端 抓取 算法 系统架构 ,[工业园区]
宇慧软件,中级java开发工程师,12k-16k,"移动互联网,企业服务 不需要融资 15-50人",经验5-10年 本科,“智能制造”,大数据 云计算 Java ,[工业园区]
博云,Java云平台后端开发工程师,7k-9k,"移动互联网,企业服务 B轮 150-500人",经验应届毕业生 本科,“六险一金，年度旅游体检，补助，带薪培训”,云计算 Java 后端 C++ Python ,[工业园区]
卫川物联,Java/Golang后端开发（实习）,4k-6k,"企业服务,数据服务 未融资 15-50人",经验应届毕业生 不限,“成长快，前景好”,Java Golang ,[吴中区]
苏州盈合工具,JAVA 开发工程师,9k-15k,其他 不需要融资 150-500人,经验1-3年 本科,“免费健身房 一日三餐 年度体检 交通补助”,后端 ,[工业园区]
中金所技术公司,Java开发工程师(J10249),8k-10k,"金融,数据服务 不需要融资 150-500人",经验应届毕业生 本科,“待遇好、晋升空间大。”,后端 ,[独墅湖]
云坤信息科技,Java高级工程师,8k-16k,"数据服务,移动互联网 不需要融资 15-50人",经验3-5年 本科,"“五险一金,带薪年假,定期体检,补充医疗险”",Java MySQL ,[独墅湖]
安硕信息（amarsoft）,高级java工程师,9k-15k,金融 上市公司 2000人以上,经验1-3年 本科,“带薪年假，定期体检，五险一金，年终奖”,金融 后端 Java ,[高新区]
犀牛网络,中级java开发工程师,6k-10k,移动互联网 B轮 50-150人,经验3-5年 大专,“大牛带队，扁平化管理，健身房，图书馆”,云计算 大数据 Java MySQL ,[高新区]
同程旅行,java研发工程师,15k-25k·16薪,旅游 上市公司 2000人以上,经验3-5年 本科,“完善的晋升通道，补充医疗保险”,Java ,[工业园区]
